"","Word","SemD_P1_U","SemD_P1_W","SemD_P2_U","SemD_P2_W","SemD_H13","ContextCount_P1_U","ContextCount_P1_W","ContextCount_P2_U","ContextCount_P2_W","ContextCount_H13","Freq"
"6949","competitors",1.55872754850823,2.16827254928519,NA,NA,1.647,1262,1262,NA,NA,1286,4.21
"6950","compilation",1.23390094113197,2.11224916486975,1.24436553567149,2.27117405251361,1.34,324,324,339,339,331,3.59
"6951","compilations",1.01533653083513,1.75799985380769,NA,NA,1.118,57,57,NA,NA,57,2.77
"6952","compile",1.7581919708016,2.32394603992326,1.81146873277468,2.60238659735779,1.812,208,208,1120,1120,210,3.39
"6953","compiled",1.79219917341568,2.38155204657265,NA,NA,1.891,764,764,NA,NA,780,3.94
"6954","compiler",0.818129856297275,1.38709923453708,0.786366959111556,1.56815677573781,0.875,164,164,242,242,168,3.42
"6955","compilers",0.87339726637756,1.50621651622466,NA,NA,0.919,143,143,NA,NA,148,3.33
"6956","compiling",1.86328705042961,2.43050517389911,NA,NA,1.98,224,224,NA,NA,230,3.42
"6957","complacency",1.80802396231086,2.14360172892638,1.76416109587665,2.37871056578472,1.918,321,321,317,317,323,3.55
"6958","complacent",1.84474939752163,2.12482787673941,1.78860816601228,2.36247341537953,1.552,268,268,259,259,273,3.49
"6959","complacently",1.53341930737078,1.49886660218597,1.3858692225622,1.92828660090883,1.552,55,55,57,57,57,2.8
"6960","complain",1.87078381771762,2.08099567128768,1.81048822839329,2.37997029619749,1.989,1073,1073,3187,3187,1083,4.13
"6961","complainant",1.08466328438458,1.86527468702409,1.23009990805353,2.21733846127385,1.109,94,94,119,119,97,3.29
"6962","complainants",1.14614313060489,1.92187485041149,NA,NA,1.149,63,63,NA,NA,64,2.78
"6963","complained",1.84390807452345,2.07380422039694,NA,NA,1.976,1597,1597,NA,NA,1618,4.27
"6964","complaining",1.81979800549818,1.91690382636627,NA,NA,1.995,738,738,NA,NA,753,3.97
"6965","complains",1.59571351005492,1.96188638926533,NA,NA,1.762,190,190,NA,NA,200,3.35
"6966","complaint",1.83605971110282,2.19882079493776,1.82115961630062,2.47537598532068,1.893,1273,1273,2569,2569,1296,4.26
"6967","complaints",1.82615575212466,2.27243767539433,NA,NA,1.862,1752,1752,NA,NA,1780,4.43
"6968","complement",1.91520380046462,2.58749322507538,1.89705060793818,2.79155170389171,2.028,749,749,1155,1155,768,3.93
"6969","complementary",1.90666967276189,2.60225470795171,1.87359119160865,2.8008769675646,1.959,685,685,653,653,692,3.92
"6970","complemented",1.83073979528573,2.4864752318033,NA,NA,1.934,250,250,NA,NA,259,3.43
"6971","complementing",2.02601554412926,2.43764233453248,NA,NA,2.172,71,71,NA,NA,73,2.89
"6972","complements",1.8582701083199,2.54604432340958,NA,NA,1.987,159,159,NA,NA,164,3.24
"6973","complete",2.07575494606778,2.45524151088266,2.00351026591848,2.75369508470135,2.252,9704,9704,12175,12175,9930,5.1
"6974","completed",1.94278632958604,2.47708064056011,1.75749473206859,2.72359175757887,2.059,4665,4665,447,447,4782,4.78
"6975","completely",2.00222908644989,2.27820162397199,1.9498325283883,2.61235641944804,2.178,6569,6569,6092,6092,6681,4.93
"6976","completeness",1.6717877138195,2.39277443731124,1.72785231469676,2.80284816774965,1.716,160,160,149,149,161,3.3
"6977","completes",1.85922219524342,2.48024078928739,NA,NA,1.951,213,213,NA,NA,221,3.36
"6978","completing",1.89021828297267,2.40989478075829,NA,NA,2.019,799,799,NA,NA,824,3.96
"6979","completion",1.76299195899966,2.60811938118647,1.79822210698697,2.76859677996032,1.709,1646,1646,1513,1513,1681,4.39
"6980","complex",1.97581998450464,2.50062129332305,1.98975571975283,2.79049165072845,2.071,6786,6786,6171,6171,6914,4.97
"6981","complexes",1.41088553995388,2.5935996026314,NA,NA,1.23,285,285,NA,NA,290,3.75
"6982","complexion",1.53628037350292,1.74896579335443,1.50487493913093,2.08337666826062,1.609,312,312,333,333,317,3.56
"6983","complexities",1.7925759356757,2.23401704540075,NA,NA,1.944,460,460,NA,NA,466,3.69
"6984","complexity",1.75108628552134,2.30558986370237,1.79487502070889,2.61010947865583,1.837,1416,1416,1703,1703,1444,4.24
"6985","compliance",1.66413709597781,2.58857006892839,1.67959392726881,2.74289135469171,1.614,925,925,850,850,950,4.11
"6986","compliant",0.802833789782495,1.39574445338467,0.696738201152272,1.3800993133433,0.847,227,227,214,214,237,3.18
"6987","complicate",1.99211855097654,2.45838059108749,1.98061648991146,2.8559815693229,2.067,144,144,367,367,147,3.2
"6988","complicated",2.02118159651652,2.41790614047428,1.9881282487236,2.76878064234042,2.144,2431,2431,2189,2189,2467,4.48
"6989","complicates",1.75931700049102,2.43823327175092,NA,NA,1.865,65,65,NA,NA,66,2.85
"6990","complicating",1.99864626560569,2.65600694529628,1.97502808404138,3.03192876045275,1.923,84,84,55,55,85,3.01
"6991","complication",1.76067235558789,2.53745390075901,1.77672977177001,2.77894967570229,1.732,298,298,793,793,300,3.55
"6992","complications",1.64679955918564,2.49372973351979,NA,NA,1.584,596,596,NA,NA,606,3.93
"6993","complicity",1.66571280637362,2.11013778577817,1.59026612017379,2.29386271468087,1.718,173,173,173,173,178,3.31
"6994","complied",1.71194921819309,2.5420723657662,NA,NA,1.67,318,318,NA,NA,322,3.57
"6995","complies",1.44148038688143,2.33885304715838,NA,NA,1.419,90,90,NA,NA,91,3.02
"6996","compliment",1.59536348088795,1.60434098481847,1.56061802943044,2.10059054968598,1.651,414,414,664,664,420,3.7
"6997","complimentary",1.27521462384815,2.0600331396472,1.28110376071735,2.24183494348582,1.398,230,230,213,213,237,3.51
"6998","complimented",1.76433022246674,1.79640333445726,NA,NA,1.791,70,70,NA,NA,73,2.91
"6999","compliments",1.59819394620519,1.670603716551,NA,NA,1.705,211,211,NA,NA,213,3.42
"7000","comply",1.70271233327922,2.53236262003464,1.7476397243152,2.72427139755074,1.647,1057,1057,1345,1345,1082,4.15
"7001","complying",1.55928394319869,2.42419877088166,NA,NA,1.533,142,142,NA,NA,146,3.22
"7002","component",1.87117287039961,2.64554413841315,1.85415425570128,2.84786875008992,1.872,1849,1849,3028,3028,1878,4.42
"7003","components",1.75380421351913,2.53584739377641,NA,NA,1.751,2069,2069,NA,NA,2114,4.5
"7004","compose",1.40036007470263,1.79760431295721,1.7865263563607,2.70687175449249,1.577,216,216,1840,1840,216,3.39
"7005","composed",1.75572079468434,2.40207130242122,1.38757965822318,2.08294113870365,1.907,1690,1690,53,53,1714,4.31
"7006","composer",0.612634200369524,1.20394277766223,0.73278362590329,1.50248761478132,0.799,516,516,607,607,529,3.98
"7007","composers",0.477130484362715,1.01796719834404,NA,NA,0.688,423,423,NA,NA,432,3.74
"7008","composing",1.29385136378822,1.93197133833866,NA,NA,1.43,172,172,NA,NA,176,3.3
"7009","composite",1.7290666705179,2.41270944450732,1.71084954467646,2.67197947295092,1.806,400,400,402,402,408,3.86
"7010","composites",0.966734606036986,1.80723699776435,NA,NA,0.953,53,53,NA,NA,53,2.94
"7011","composition",1.71655857621309,2.55540558990273,1.71167100257544,2.83996565657206,1.799,1666,1666,1674,1674,1695,4.37
"7012","compositional",1.03407233321868,1.86017103939645,1.07694355041796,2.25899853438975,1.178,79,79,78,78,82,3.01
"7013","compositions",1.10381822833308,1.94847232948281,NA,NA,1.24,308,308,NA,NA,313,3.61
"7014","compositor",NA,NA,0.618272728724539,1.32213734903001,NA,NA,NA,47,47,NA,2.84
"7015","compositors",0.439320258943545,0.907281062099664,NA,NA,0.449,55,55,NA,NA,56,3.26
"7016","compost",0.650172132441928,1.35024773757449,0.746036209668964,1.53405376645975,0.753,263,263,245,245,273,3.75
"7017","composure",1.38537480830509,1.42082190753219,1.33177089932932,1.91563452580134,1.449,253,253,250,250,258,3.46
"7018","compound",1.75256999378026,2.45990397791049,1.82480050038909,2.76940572391679,1.804,761,761,1624,1624,773,4.09
"7019","compounded",1.97774810776387,2.46341963458695,NA,NA,2.079,525,525,NA,NA,534,3.76
"7020","compounding",1.83956055565713,2.64485864727453,NA,NA,1.855,61,61,NA,NA,62,2.89
"7021","compounds",1.18827194530412,2.17901227982398,NA,NA,1.162,554,554,NA,NA,563,4
"7022","comprehend",1.71379706332613,2.07722471372465,1.67435557349559,2.40786588430344,1.841,320,320,422,422,326,3.56
"7023","comprehended",1.62698990812654,2.05536268151448,NA,NA,1.802,62,62,NA,NA,64,2.85
"7024","comprehensible",1.73200328557769,2.18585442773692,1.76553530463698,2.54441723979964,1.864,176,176,170,170,179,3.32
"7025","comprehension",1.39394609599958,2.16636800225088,1.39156593437508,2.35462566710445,1.32,391,391,374,374,399,3.78
"7026","comprehensive",1.9339380797854,2.50932603733171,1.90131007512765,2.68545439393856,1.97,2739,2739,2565,2565,2815,4.55
"7027","comprehensively",1.95212069610623,2.39636410351561,1.87544505018285,2.68197723916943,2.068,183,183,174,174,185,3.29
"7028","comprehensiveness",1.41346153322153,2.09339969328763,1.45649494987357,2.39118073195815,1.448,50,50,47,47,50,2.76
"7029","compress",1.56414160926253,2.25544374336061,1.65608863130809,2.49932815291893,1.617,86,86,314,314,86,3.04
"7030","compressed",1.69989005373665,2.27253191584525,1.63926653341576,2.57691652981867,1.826,333,333,150,150,342,3.62
"7031","compression",1.32274059123772,2.3622772679443,1.37231287099633,2.58701652800332,1.347,330,330,293,293,333,3.76
"7032","compressor",0.927692822449635,1.96486908351162,0.977795589251865,2.135692285927,0.954,61,61,79,79,63,2.87
"7033","comprise",1.98758739921448,2.72480125551445,1.97844016805845,2.95374546749626,2.06,627,627,2680,2680,637,3.84
"7034","comprised",1.91931823231214,2.67619155440722,NA,NA,2.01,649,649,NA,NA,659,3.87
"7035","comprises",1.86920833360491,2.66766504072922,NA,NA,1.945,783,783,NA,NA,802,3.95
"7036","comprising",1.90922743428848,2.74330358318991,NA,NA,1.985,965,965,NA,NA,980,4.03
"7037","compromise",1.89490506414126,2.40735085915744,1.89057833874177,2.62718898446725,1.971,1585,1585,1974,1974,1614,4.32
"7038","compromised",1.89132181746635,2.33281306026023,NA,NA,2.024,282,282,NA,NA,288,3.49
"7039","compromises",1.81217146590672,2.35413690662083,NA,NA,1.939,223,223,NA,NA,227,3.41
"7040","compromising",1.81506855763583,2.19196483839632,NA,NA,2.008,142,142,NA,NA,145,3.22
"7041","compton",1.52920914583922,2.0526594500109,1.48538676921717,2.26231419716825,1.69,162,162,149,149,164,3.33
"7042","comptroller",1.13607547863361,1.92137900651856,1.1220915065272,1.89357471095238,1.18,84,84,78,78,85,2.98
"7043","compulsion",1.65413506699509,2.13496843863484,1.66074655904755,2.44119963743516,1.728,283,283,277,277,288,3.62
"7044","compulsive",1.47666332952489,1.86811853435038,1.46311044206148,2.13831159320855,1.598,173,173,164,164,176,3.39
"7045","compulsorily",1.38211121709146,2.26626399708164,1.46646193031865,2.35498390596351,1.444,89,89,86,86,92,3.04
"7046","compulsory",1.83828182050056,2.44255215837348,1.81498888006581,2.55771378726331,1.831,1194,1194,1118,1118,1220,4.23
"7047","compunction",1.36640524013657,1.40394949065159,1.43448311813138,2.08877979102977,1.453,57,57,60,60,57,2.78
"7048","computation",1.47290863139032,2.38908825264855,1.51111318764375,2.67219861303245,1.436,137,137,153,153,141,3.25
"7049","computational",0.971733442611819,1.77734582645298,1.01559251576691,1.95950066134719,0.938,181,181,154,154,186,3.51
"7050","computations",1.21495614760721,2.07742671887402,NA,NA,1.202,49,49,NA,NA,51,2.9
"7051","compute",1.38903229759918,2.32543603100889,1.59064242186427,2.81253010403733,1.402,98,98,260,260,99,3.06
"7052","computed",1.4085432909055,2.48419569140304,1.00901736778099,1.64249746042565,1.319,188,188,57,57,192,3.48
"7053","computer",1.48952340578518,2.24919100656659,1.60667663267597,2.44625285409742,1.55,5240,5240,4741,4741,5415,5.14
"7054","computerisation",1.30290268508236,2.02175079480726,1.31463417415498,2.13812551431255,1.338,77,77,72,72,80,3.03
"7055","computerise",NA,NA,1.16339875030367,1.95585310951589,NA,NA,NA,56,56,NA,2.53
"7056","computerised",1.49553188682151,2.19955230975233,1.48307553108527,2.30078339885803,1.531,475,475,429,429,484,3.76
"7057","computerized",1.43965278665093,2.36816123078504,1.4577943981799,2.49994395598527,1.398,119,119,112,112,123,3.23
"7058","computers",1.28543598914781,2.01392674733247,NA,NA,1.323,1988,1988,NA,NA,2056,4.55
"7059","computing",1.15054383789103,1.84409700144296,1.04886554957871,1.80949267072427,1.199,1114,1114,913,913,1157,4.31
"7060","comrade",1.26145370750166,1.63768189911136,1.37553632793532,1.95955007197619,1.393,167,167,418,418,171,3.53
"7061","comrades",1.37737478453497,1.74885143945697,NA,NA,1.535,318,318,NA,NA,324,3.64
"7062","comradeship",1.44625403799637,1.7859827041062,1.38786822475519,2.01466104125695,1.582,63,63,61,61,63,2.9
"7063","comte",1.04578848225118,1.78633132891788,1.12152669107413,2.0415309043551,1.13,77,77,75,75,79,3.16
"7064","con",1.39256697481509,1.91077153898558,1.51604513008979,2.18018331843032,1.561,601,601,850,850,608,3.88
"7065","conan",1.25119873028721,1.76163192725205,1.23442953545089,1.96376300897839,1.35,49,49,50,50,49,2.77
"7066","concave",1.35864786773696,2.14701868092216,1.36027699371915,2.30773850180775,1.528,91,91,90,90,93,3.07
"7067","conceal",1.83747331050162,2.03512963337199,1.74877227192609,2.38417889530412,1.955,604,604,1394,1394,614,3.84
"7068","concealed",1.70542736761449,1.9527261749639,1.55084457031414,2.27186053157828,1.885,809,809,241,241,819,3.97
"7069","concealing",1.72513685807621,1.86965016733535,NA,NA,1.809,223,223,NA,NA,227,3.39
"7070","concealment",1.57621813431544,1.96237038359978,1.5084013312259,2.26456844900479,1.681,93,93,94,94,94,3.01
"7071","conceals",1.81298272030947,2.36409378694802,NA,NA,2.014,122,122,NA,NA,127,3.11
"7072","concede",1.75917824065077,2.19257622149639,1.68861534166188,2.51542023767915,1.9,445,445,1497,1497,453,3.7
"7073","conceded",1.67261937453253,2.23397696102849,NA,NA,1.858,859,859,NA,NA,878,3.98
"7074","concedes",1.61611691523662,2.11797968310642,NA,NA,1.78,151,151,NA,NA,153,3.2
"7075","conceding",1.31513546220749,1.93609817216853,NA,NA,1.571,165,165,NA,NA,170,3.26
"7076","conceit",1.4166508479614,1.56095659447566,1.40564884813707,1.95782246093929,1.661,90,90,104,104,90,3.01
"7077","conceited",1.49607554734731,1.36516276815756,NA,NA,1.476,46,46,NA,NA,48,2.77
"7078","conceivable",1.88078361245295,2.3650703239012,1.88900518111192,2.71651656669246,2.008,338,338,336,336,346,3.58
"7079","conceivably",1.69591866888661,2.1923253612611,1.72871559735366,2.54424833709102,1.827,240,240,230,230,243,3.43
"7080","conceive",1.56308343260354,2.13669250613968,1.69836366216593,2.51700474096793,1.64,379,379,1324,1324,387,3.66
"7081","conceived",1.7235050217637,2.24326394839917,1.85012558214921,2.50610299492407,1.834,1081,1081,69,69,1100,4.08
"7082","conceives",1.22759991024364,1.80695843673406,NA,NA,1.353,60,60,NA,NA,62,2.81
"7083","conceiving",1.32905386545771,2.10178517161372,NA,NA,1.363,70,70,NA,NA,71,2.9
"7084","concentrate",2.04107361073152,2.41621395974467,2.015480051796,2.73255722642427,2.14,2543,2543,5416,5416,2587,4.49
"7085","concentrated",1.99198803468675,2.49863089364432,1.8468626989193,2.68424755051481,2.135,2443,2443,396,396,2481,4.45
"7086","concentrates",1.88354680564685,2.45570905826654,NA,NA,1.957,516,516,NA,NA,522,3.76
"7087","concentrating",2.02724450469504,2.37667391174346,NA,NA,2.193,984,984,NA,NA,994,4.07
"7088","concentration",1.93704738262524,2.6535673814852,1.8873629736791,2.90274351435403,1.904,2470,2470,2655,2655,2508,4.59
"7089","concentrations",1.40126128004082,2.525806216973,NA,NA,1.262,866,866,NA,NA,879,4.31
"7090","concentric",1.25346549331412,2.26626598233257,1.34990460525632,2.61302012564978,1.27,132,132,120,120,135,3.25
"7091","concept",1.76046056003557,2.31872459528795,1.80941750642082,2.62953655964167,1.869,4359,4359,4908,4908,4428,4.8
"7092","conception",1.42272239610961,1.99123527583934,1.47234261128004,2.31103634843333,1.48,1219,1219,1284,1284,1244,4.27
"7093","conceptions",1.26486168074547,1.91721922300879,NA,NA,1.327,362,362,NA,NA,369,3.69
"7094","concepts",1.55728376246039,2.16407259309164,NA,NA,1.594,1836,1836,NA,NA,1871,4.43
"7095","conceptual",1.39976188975641,2.05188376368262,1.41940420359393,2.29401370511997,1.456,753,753,675,675,769,4
"7096","conceptualise",NA,NA,1.21497738895462,2.00893935284108,NA,NA,NA,72,72,NA,2.53
"7097","conceptually",1.66120596678797,2.27209806353827,1.68225347111084,2.58361127961863,1.683,126,126,122,122,126,3.12
"7098","concern",2.05170163901198,2.46203324215522,2.00298402774582,2.68993666603569,2.119,7621,7621,9365,9365,7749,5.02
"7099","concerned",2.07885122765552,2.43667676909631,2.01823751725546,2.76163415491117,2.197,11572,11572,9825,9825,11771,5.21
"7100","concerning",1.99704735934519,2.54424659347326,1.96464812890199,2.81399331379147,2.051,2792,2792,2377,2377,2849,4.53
"7101","concerns",1.98204220013819,2.43821090282015,NA,NA,2.065,3060,3060,NA,NA,3111,4.58
"7102","concert",1.20984939731718,1.76922304175573,1.31447619955177,2.03304501157234,1.328,1124,1124,1340,1340,1157,4.27
"7103","concerted",1.94321987069472,2.35468848612052,1.92632037250709,2.5899239300531,2.091,287,287,281,281,293,3.49
"7104","concerto",0.458418374125505,0.971102464774826,0.543186891162893,1.18518370047402,0.537,231,231,217,217,241,3.66
"7105","concertos",0.270879549656273,0.644552216527234,NA,NA,0.338,80,80,NA,NA,84,3.09
"7106","concerts",1.11563156558748,1.73066987499726,NA,NA,1.241,517,517,NA,NA,529,3.89
"7107","concession",1.84030802125918,2.39421069058874,1.80093059832513,2.52397731647111,1.881,547,547,1243,1243,555,3.85
"7108","concessionary",1.41023528207695,2.2257366720604,1.42158510275261,2.24025851703275,1.41,113,113,99,99,114,3.26
"7109","concessions",1.76513299112406,2.3529100289149,NA,NA,1.815,851,851,NA,NA,868,4.04
"7110","conciliation",1.43460448450848,2.19359861256338,1.46238307181038,2.36814162254641,1.41,154,154,147,147,156,3.36
"7111","conciliatory",1.72933030826196,2.18922886132602,1.6929965091915,2.46563659669416,1.81,177,177,174,174,178,3.29
"7112","concise",1.60954919969675,2.15877551110702,1.57249120870227,2.40725316684785,1.679,238,238,230,230,249,3.46
"7113","concisely",1.69971252337292,2.32240779648164,1.641383568723,2.57923345256428,1.695,53,53,53,53,53,2.79
"7114","conclude",1.91906222108909,2.49926446778224,2.02204270228579,2.82393713533269,1.994,1250,1250,4245,4245,1283,4.16
"7115","concluded",2.01723754816169,2.54223496234703,NA,NA,2.063,2658,2658,NA,NA,2702,4.49
"7116","concludes",1.83891276448774,2.34749933867773,NA,NA,1.899,664,664,NA,NA,680,3.88
"7117","concluding",1.85955877823972,2.36347077283391,1.77141415414811,2.69673635136028,1.966,474,474,216,216,489,3.72
"7118","conclusion",1.95137893409179,2.45927991603615,1.96874442048297,2.78169221872398,2.008,3972,3972,5042,5042,4115,4.7
"7119","conclusions",1.85886502733828,2.46109926549775,NA,NA,1.898,1896,1896,NA,NA,1941,4.38
"7120","conclusive",1.81650194073634,2.43844010820356,1.84858901770776,2.79204015690656,1.834,387,387,377,377,391,3.65
"7121","conclusively",1.89476946792488,2.37216573482409,1.88005200055373,2.71905842759845,1.956,149,149,143,143,151,3.23
"7122","concoct",NA,NA,1.68873467116566,2.2319120582753,NA,NA,NA,128,128,NA,2.55
"7123","concocted",1.80912455318975,1.98836972528332,NA,NA,1.924,85,85,NA,NA,85,2.97
"7124","concoction",1.69200099844234,1.70547739624871,1.57289102704412,2.20383530249921,1.709,56,56,80,80,56,2.8
"7125","concomitant",1.76496469099891,2.65185221547237,1.76367272105201,2.82755325562795,1.783,204,204,217,217,205,3.35
"7126","concord",1.46416428207575,2.31360697419065,1.46893432444095,2.60866573098937,1.503,70,70,73,73,73,3
"7127","concordance",1.20686994626064,2.18787373383541,1.1168535292751,2.26043488469364,1.115,48,48,50,50,48,2.96
"7128","concorde",1.49046095551952,1.92174779906138,1.39480500333419,1.97519210705424,1.57,147,147,139,139,149,3.38
"7129","concourse",1.05886679356695,1.47098610859167,1.12902615034297,1.65864695016708,1.123,100,100,98,98,102,3.16
"7130","concrete",1.72985038252109,2.19253214297209,1.71653640815402,2.42000597738448,1.811,1855,1855,1768,1768,1889,4.43
"7131","concubine",NA,NA,1.23366003751695,1.96918927207882,NA,NA,NA,47,47,NA,2.54
"7132","concur",1.74171052445711,2.42006242096528,1.85874603753666,2.85512733615804,1.861,92,92,208,208,94,3.07
"7133","concurred",1.60803403602638,2.36442283208289,NA,NA,1.599,94,94,NA,NA,95,3
"7134","concurrence",1.48872173316189,2.44094081429074,1.58687786234436,2.93034994053601,1.698,56,56,58,58,57,2.8
"7135","concurrent",1.66110820296297,2.78031794819361,1.6129678080573,2.92212660470784,1.698,251,251,236,236,255,3.57
"7136","concurrently",1.87810531869554,2.7923936306361,1.84907457143291,3.01316417345422,1.927,162,162,159,159,168,3.26
"7137","concussion",1.40217421766771,1.45175159684852,1.35573214262262,1.76764372920106,1.499,74,74,73,73,74,3
"7138","condemn",1.76912084642241,2.14427294789546,1.78842063121464,2.45271607539342,1.877,397,397,1764,1764,407,3.68
"7139","condemnation",1.69350065243979,2.27224492579266,1.67758314826024,2.51986053634,1.779,391,391,399,399,396,3.65
"7140","condemned",1.83403768484936,2.26226955229204,1.63975319352877,2.30610520379143,1.953,1322,1322,137,137,1336,4.2
"7141","condemning",1.7317124324613,2.22940624322849,NA,NA,1.846,298,298,NA,NA,301,3.53
"7142","condemns",1.62565434533912,2.06116471549401,NA,NA,1.764,111,111,NA,NA,113,3.13
"7143","condensation",1.1770291863089,1.95607865136231,1.23014279544474,2.23633791050522,1.229,201,201,190,190,205,3.54
"7144","condense",NA,NA,1.61003691957139,2.56124607059429,1.509,NA,NA,179,179,51,2.8
"7145","condensed",1.72995880926371,2.28051109679095,1.74424322862538,2.61905180635757,1.854,197,197,102,102,201,3.41
"7146","condescending",1.60023842129874,1.67043823591615,1.55573457862253,2.09191689556167,1.71,78,78,78,78,80,2.98
