Word,SemD_P1_U,SemD_P1_W,SemD_P2_U,SemD_P2_W,SemD_H13,ContextCount_P1_U,ContextCount_P1_W,ContextCount_P2_U,ContextCount_P2_W,ContextCount_H13
widely,2.061888326,2.559812266,2.020092256,2.797479185,2.187,4945,4945,4652,4652,5029
widen,2.052339527,2.492454994,1.7968302,2.56816375,2.154,357,357,1178,1178,361
widened,1.701300201,2.109823813,,,1.734,634,634,,,651
widening,1.925142398,2.485387447,1.790552334,2.58493011,2.027,584,584,377,377,600
widens,1.774310404,2.425094895,,,1.83,66,66,,,68
wider,1.976834486,2.488973441,,,2.065,3900,3900,,,3990
widespread,1.90444319,2.474285072,1.88487978,2.700766232,2.024,2801,2801,2644,2644,2844
widest,2.042363208,2.524798102,,,2.111,288,288,,,295
widnes,0.712148371,0.957120268,0.628317656,0.901594167,0.83,142,142,132,132,144
widow,1.431765097,1.735949822,1.473596739,2.134981567,1.577,1043,1043,1253,1253,1075
widowed,1.234310462,1.714989466,1.198761034,1.952772931,1.289,279,279,235,235,282
widower,1.345770036,1.488744172,1.264667003,1.935793696,1.437,122,122,155,155,126
widowhood,1.02913462,1.475870538,1.030264974,1.653173222,1.091,52,52,49,49,52
widows,1.373025829,2.068722159,,,1.346,363,363,,,372
width,1.429561515,2.196659757,1.448565048,2.475736247,1.524,792,792,795,795,800
widths,1.014025478,1.922803633,,,1.074,113,113,,,113
wield,1.691107481,2.225152153,1.710214938,2.345843999,1.779,138,138,432,432,139
wielded,1.589236718,1.951101206,,,1.761,129,129,,,130
wielding,1.68444803,1.891697539,1.354193899,1.802423896,1.849,202,202,55,55,203
wife,1.542238265,1.654801363,1.569332989,2.041521578,1.722,9022,9022,8341,8341,9210
wifes,1.454979456,1.621591603,,,1.49,786,786,,,803
wig,1.405657633,1.423565787,1.333485283,1.725629067,1.516,223,223,297,297,232
wigan,0.888851388,1.253138058,0.815146945,1.262509206,1.03,306,306,288,288,309
wigans,0.605038042,0.785791912,,,0.75,50,50,,,50
wiggle,,,1.315966192,1.782435672,,,,87,87,
wight,1.58756138,2.055329218,1.535753441,2.269999927,1.665,269,269,260,260,273
wigmore,1.207396865,1.630054569,1.193278102,1.806832904,1.31,52,52,48,48,55
wigs,1.331732973,1.689891484,,,1.405,99,99,,,101
wilberforce,1.078333278,1.778262808,1.101946608,1.955280684,1.12,114,114,98,98,117
wilcox,1.088899604,1.911010469,1.194692641,2.26293982,1.35,102,102,90,90,104
wilcoxon,0.954059116,1.666005268,1.034396294,1.6822807,0.79,47,47,58,58,47
wild,1.611808501,1.895474311,1.581942478,2.179766948,1.768,3875,3875,3787,3787,3950
wildcat,1.468637812,2.168984373,1.455265113,2.325697387,1.511,50,50,61,61,51
wilde,1.381030866,1.821222761,1.394154907,2.125590652,1.53,174,174,176,176,182
wilder,1.582390395,1.967813161,0.991990975,2.155160843,1.754,176,176,54,54,180
wilderness,1.461064167,1.881634778,1.44757895,2.14749659,1.593,517,517,509,509,525
wildest,1.538124172,1.857057554,,,1.762,121,121,,,128
wildflower,,,1.013896514,1.854565368,,,,43,43,
wildfowl,0.863839534,1.615452143,0.879221557,1.669697262,0.92,99,99,93,93,101
wilding,1.261317091,1.991351898,1.161749904,2.08951819,1.34,49,49,45,45,51
wildlife,1.135256212,1.850949657,1.156380077,1.934298828,1.193,1092,1092,950,950,1127
wildly,1.591301846,1.616290124,1.530781168,2.106350266,1.655,709,709,684,684,720
wildness,1.355380614,1.516525052,1.207059043,1.742496337,1.474,66,66,63,63,66
wilds,1.440213337,1.577060876,,,1.661,89,89,,,90
wile,,,1.569886476,2.16166762,,,,74,74,
wiles,1.503001222,1.69855569,,,1.6,58,58,,,59
wilfred,1.344863798,1.754081247,1.361088278,2.053351694,1.48,85,85,82,82,87
wilfrid,0.863795492,1.452423722,0.95418827,1.733319615,0.92,59,59,58,58,63
wilful,1.64300648,2.1521498,1.678556474,2.612264921,1.741,170,170,170,170,176
wilfully,1.610118885,2.090755022,1.577702969,2.362196291,1.647,108,108,106,106,109
wilhelm,1.147122814,2.019267406,1.264426092,2.392694464,1.23,103,103,103,103,104
wilkes,1.620770898,2.22132761,1.573783316,2.349999639,1.7,46,46,43,43,47
wilkie,1.461844365,1.926643946,1.427250543,2.045817798,1.51,66,66,62,62,69
wilkins,1.453005695,1.956991893,1.407177138,2.200779243,1.6,109,109,103,103,110
wilkinson,1.184364555,1.837487645,1.121413585,1.934264925,1.39,532,532,506,506,539
wilkinsons,0.724460242,1.168915118,,,0.89,66,66,,,66
wilko,0.208542012,0.470878436,0.254611759,0.569205724,0.2,142,142,108,108,146
will,2.094842532,2.38052909,,,2.322,56185,56185,,,57933
willed,1.525553475,1.628905464,1.659415377,2.448785865,1.685,199,199,79,79,204
willem,1.11077514,1.89209367,1.086240415,1.94071533,1.25,56,56,54,54,56
willesden,1.360478535,1.929343981,1.362263601,2.076735924,1.45,55,55,50,50,55
willi,0.840845146,1.381574347,0.856175339,1.785675594,0.75,62,62,49,49,63
william,1.4663806,1.913693324,1.52468612,2.217976679,1.67,4623,4623,3916,3916,4730
williams,1.605177044,2.01209819,1.498525081,2.198967588,1.712,2108,2108,1760,1760,2147
williamson,1.719145554,2.238748075,1.645972074,2.392805094,1.81,208,208,198,198,213
williamss,1.178215596,1.748338771,,,1.27,78,78,,,78
willie,1.067251492,1.5430965,1.000555405,1.677460355,1.34,452,452,401,401,457
willies,0.629338771,1.264904823,,,0.816,59,59,,,60
willing,2.001247174,2.291048748,1.93466353,2.624593095,2.13,3210,3210,2945,2945,3276
willingly,1.663668976,1.828378701,1.67034733,2.334800025,1.805,411,411,406,406,417
willingness,1.956906148,2.481091709,1.912533069,2.674412247,2.018,1049,1049,1010,1010,1072
willington,0.695107896,1.309231398,0.548867792,1.142760821,0.75,42,42,44,44,42
willis,1.556995369,1.878528677,1.500815239,2.080970258,1.7,305,305,269,269,311
willoughby,1.029366698,1.774304843,1.13793838,2.278589728,1.15,67,67,58,58,68
willow,1.316514139,1.833729208,1.347115743,2.022386383,1.39,283,283,374,374,287
willows,1.448874439,1.830266639,,,1.53,152,152,,,153
willpower,1.388761523,1.800157928,1.37194675,2.13552709,1.51,67,67,67,67,68
wills,1.607325469,2.077776622,1.454764604,2.281000312,1.703,373,373,110,110,378
willy,1.755699925,1.988423687,1.69468241,2.284885733,1.87,202,202,206,206,206
wilson,1.699045415,2.145689472,1.645975159,2.317192149,1.8,1991,1991,1874,1874,2021
wilsons,1.435418234,1.946983152,,,1.53,302,302,,,305
wilt,1.554526697,2.06793217,1.555028348,2.302313178,1.684,75,75,165,165,75
wilting,1.309402024,1.672811611,,,1.486,59,59,,,60
wilton,1.162015735,1.867508468,1.134216783,1.987660964,1.233,171,171,153,153,175
wilts,1.146651802,1.671121583,1.07105254,1.73427528,1.288,121,121,111,111,124
wiltshire,1.163119974,1.778945452,1.091617718,1.891540603,1.32,662,662,602,602,667
wily,1.587021189,1.69401759,1.550918445,1.963786932,1.739,90,90,89,89,91
wim,,,,,1.35,,,,,41
wimbledon,1.056358799,1.363302332,0.949015939,1.420930599,1.18,673,673,599,599,689
wimp,1.597342552,1.680594643,1.396357755,1.988573111,1.708,61,61,83,83,61
wimpey,1.030216429,1.628478322,1.065901576,1.729716354,1.09,90,90,73,73,93
win,1.373390198,1.822119524,1.603712952,2.244858158,1.665,6032,6032,9811,9811,6158
wincanton,0.806325523,1.18490163,0.780987537,1.236457148,0.81,40,40,41,41,40
wince,1.444630557,1.271614235,1.212435681,1.588957182,1.496,91,91,399,399,91
winced,1.199249941,0.899117635,,,1.288,237,237,,,238
winch,1.018931211,1.792283922,1.147592984,1.967310465,1.138,97,97,147,147,100
winchester,1.362588776,1.972304661,1.356787858,2.168597323,1.45,466,466,428,428,469
wincing,1.237351713,1.022044415,,,1.281,71,71,,,71
wind,1.451438899,1.818652355,1.553443603,2.13341564,1.571,4353,4353,5342,5342,4426
winded,1.634969406,1.695708824,1.55887122,2.102476076,1.814,98,98,64,64,99
winder,,,1.498770775,2.841199236,1.28,,,45,45,42
windermere,1.143720427,1.781584546,1.157598708,1.936776507,1.25,64,64,62,62,66
windfall,1.601822758,2.048460812,1.572716847,2.199594369,1.79,120,120,131,131,122
winding,1.628263256,2.147505122,1.529259758,2.454166551,1.723,811,811,473,473,827
windings,0.605806242,1.431120038,,,0.539,44,44,,,44
windmill,1.404851674,1.985727256,1.41221863,2.116944234,1.491,143,143,198,198,143
windmills,1.214642328,1.984439673,,,1.264,81,81,,,82
window,1.490142082,1.589334749,1.504665915,2.056601606,1.628,6010,6010,7455,7455,6130
windowing,0.592706838,0.792125882,,,0.652,42,42,,,47
windowless,1.233972401,1.374107211,1.226669848,1.600236608,1.38,62,62,63,63,64
windows,1.391051563,1.947631004,0.411306086,0.550227442,1.496,4236,4236,186,186,4337
windowsill,1.066020146,1.355504481,1.087214987,1.686912603,1.128,70,70,81,81,71
winds,1.398812811,1.935040825,,,1.507,1109,1109,,,1129
windscale,0.591257451,1.190135316,0.489809387,1.104453701,0.63,55,55,46,46,56
windscreen,1.155177247,1.5990748,1.180972805,1.790620366,1.236,319,319,321,321,325
windsor,1.347542356,1.845668305,1.354791524,2.066017939,1.47,621,621,573,573,635
windsurfer,,,0.627413145,1.436650095,,,,68,68,
windsurfers,0.542945214,1.195803893,,,0.594,58,58,,,59
windsurfing,0.626560811,1.318252695,0.650160137,1.426854744,0.715,158,158,124,124,161
windswept,1.508786688,1.807341601,1.379518053,1.949699759,1.693,105,105,103,103,106
windward,0.794599364,1.614830073,0.805404331,1.763653435,0.844,72,72,66,66,74
windy,1.499371747,1.826248386,1.467923683,2.023357625,1.616,310,310,303,303,314
wine,1.390462831,1.825189228,1.427868455,2.081056761,1.387,3092,3092,2879,2879,3158
wines,0.871938873,1.825582992,,,0.92,420,420,,,439
wing,1.668025185,2.196197964,1.67736099,2.386287753,1.694,3223,3223,3951,3951,3268
winged,1.316183375,1.889026146,1.2298203,1.987114669,1.412,271,271,220,220,272
winger,0.716370761,0.940992467,0.732073282,1.094709422,0.969,462,462,529,529,466
wingers,1.11679286,1.591160641,,,1.33,131,131,,,132
wings,1.395548333,1.891033019,,,1.459,1501,1501,,,1530
winifred,1.279458818,1.34461503,1.129346721,1.514214225,1.35,74,74,69,69,74
wink,1.454542186,1.28288447,1.280027034,1.592707151,1.578,185,185,500,500,188
winked,1.247851887,1.071710974,,,1.31,231,231,,,235
winking,1.422401621,1.502877963,,,1.55,71,71,,,72
winkle,1.504988317,1.756435624,1.482367388,1.957131796,1.561,53,53,82,82,54
winks,1.344675604,1.424220711,,,1.496,58,58,,,59
winner,1.200583381,1.638653926,1.208756066,1.773108781,1.448,2161,2161,2843,2843,2232
winners,1.191806164,1.6232082,,,1.394,1506,1506,,,1554
winnie,1.117907907,1.880270199,1.116110921,2.048862225,1.29,122,122,117,117,126
winning,1.361387973,1.787858424,1.265296493,1.826800802,1.645,3522,3522,1280,1280,3596
winnings,1.322601027,1.595311146,,,1.466,84,84,,,84
winnipeg,0.997339141,1.479610046,,,0.96,45,45,,,46
wins,1.2944779,1.735413015,,,1.585,1265,1265,,,1289
winsor,0.516073305,1.158943428,,,0.5,43,43,,,44
winston,1.420204447,1.911670799,1.396650912,2.09014099,1.48,381,381,365,365,393
winter,1.63003526,2.021429367,1.63351129,2.260555108,1.692,4331,4331,4097,4097,4409
winterbottom,0.611016443,0.865341695,0.593608967,0.882848913,0.63,53,53,50,50,53
wintering,0.559920058,1.300339184,0.475738367,1.10626307,0.631,106,106,49,49,106
winters,1.525663172,1.985195538,,,1.673,458,458,,,464
winterton,1.190428704,1.850182538,1.135533738,1.786927211,1.21,64,64,60,60,64
wintry,1.521446117,1.509455191,1.436081933,1.776637738,1.638,111,111,103,103,112
wipe,1.694848615,1.878011379,1.526838109,2.008186357,1.824,555,555,1816,1816,570
wiped,1.566864458,1.569661733,,,1.678,960,960,,,971
wiper,,,1.161765132,1.904303048,,,,111,111,
wipers,1.13383251,1.669655023,,,1.134,95,95,,,96
wipes,1.326064088,1.697685923,,,1.425,65,65,,,67
wiping,1.578946859,1.630936116,,,1.656,418,418,,,421
wire,1.552424676,1.984916384,1.545888558,2.202864881,1.665,1503,1503,1860,1860,1534
wired,1.456223621,1.957064308,1.41001264,2.211349642,1.561,257,257,64,64,258
wireless,1.409906924,1.976878351,1.379600748,2.164636853,1.394,339,339,315,315,350
wires,1.481560324,1.967542668,,,1.578,479,479,,,485
wiring,1.239853355,2.017623192,1.291731445,2.289796748,1.256,264,264,231,231,274
wirral,1.023733806,1.523139393,0.927824592,1.409036669,0.94,288,288,252,252,299
wirrals,0.749941832,1.475294311,,,0.77,44,44,,,44
wiry,1.340655362,1.42346285,1.291307641,1.794861021,1.412,112,112,110,110,112
wisbech,1.262912875,2.032119807,1.258404856,2.200380505,1.35,41,41,42,42,42
wisconsin,1.410063949,2.357616177,1.393674557,2.515097319,1.37,96,96,97,97,97
wisden,0.221095506,0.549957122,0.260408262,0.644514269,0.32,48,48,47,47,49
wisdom,1.710880327,2.015427418,1.694920609,2.324839127,1.867,1287,1287,1227,1227,1315
wise,1.863574643,2.017009359,1.78070776,2.347607353,2.038,1843,1843,2115,2115,1880
wisely,1.888270672,2.079829196,1.802176501,2.320332487,2.084,351,351,345,345,356
wiseman,1.396379842,2.04877202,1.520848135,2.380417387,1.4,46,46,43,43,47
wiser,1.772770257,1.841242014,,,1.935,317,317,,,321
wisest,1.55690932,1.695610498,,,1.784,63,63,,,63
wish,1.969188133,2.246749014,1.909939533,2.580868639,2.072,8059,8059,11399,11399,8256
wishart,0.74327388,1.76546857,,,0.8,49,49,,,49
wished,1.716157126,1.932519023,,,1.864,2989,2989,,,3040
wisher,,,1.498078016,1.923603692,,,,79,79,
wishers,1.561413658,1.790643389,,,1.78,66,66,,,67
wishes,1.933024079,2.404623178,,,2.006,2324,2324,,,2388
wishful,1.781348468,2.129017174,1.725090753,2.409804497,1.877,144,144,144,144,145
wishing,1.951024558,2.265572122,,,2.031,1279,1279,,,1308
wisp,1.438317286,1.429326816,1.299173956,1.769066582,1.634,63,63,153,153,66
wisps,1.245189895,1.375440323,,,1.378,89,89,,,90
wispy,1.367747792,1.525866649,1.352710141,1.746422774,1.462,81,81,83,83,83
wistful,1.55541621,1.427578571,1.462470298,1.945724449,1.609,134,134,132,132,134
wistfully,1.478135916,1.282220081,1.432079348,1.853878065,1.556,187,187,182,182,190
wit,1.483476201,1.630945543,1.537747156,1.999056387,1.662,691,691,981,981,706
witch,1.470591559,1.603163872,1.423512629,1.970295234,1.496,388,388,493,493,396
witchcraft,1.329337936,1.716507899,1.300640098,2.018962683,1.367,123,123,114,114,125
witches,1.387270845,1.62327437,,,1.446,185,185,,,192
with,2.106117016,2.392194971,,,2.368,84147,84147,,,86779
witham,1.279732287,1.878438004,1.14656197,1.84596794,1.37,61,61,60,60,63
withdraw,1.934151141,2.478684387,1.940338771,2.675355793,1.988,1218,1218,3375,3375,1236
withdrawal,1.814653743,2.510791117,1.798698032,2.626509606,1.817,1476,1476,1481,1481,1498
withdrawals,1.361976896,2.403819774,,,1.351,173,173,,,173
withdrawing,1.988385071,2.518291315,,,2.052,351,351,,,357
withdrawn,2.003095487,2.518181078,,,2.106,1381,1381,,,1404
withdraws,1.852269811,2.572621177,,,1.913,71,71,,,73
withdrew,1.82058369,2.203663046,,,1.956,887,887,,,906
wither,1.784346579,2.206024654,1.616258522,2.267321014,1.956,95,95,230,230,97
withered,1.44859125,1.579490375,1.221113931,1.79544506,1.617,158,158,57,57,159
withering,1.781434164,1.884968378,1.721664485,2.344424654,1.832,133,133,106,106,135
withers,1.151848322,2.243208369,1.003666216,2.24013316,1.187,61,61,50,50,64
withheld,1.798274643,2.516690172,,,1.777,312,312,,,320
withhold,1.857312796,2.601549922,1.828954082,2.735013103,1.843,203,203,540,540,209
withholding,1.841895343,2.523997843,1.798305889,2.773054989,1.842,210,210,138,138,214
within,2.127620644,2.578682331,2.109869763,2.828027556,2.311,26219,26219,20796,20796,26768
without,2.057057891,2.324055605,2.008901038,2.624821051,2.292,29528,29528,23789,23789,30140
withstand,1.734267443,2.240742838,1.763926892,2.586952623,1.892,374,374,474,474,378
withstood,1.737034834,2.272353272,,,1.837,77,77,,,77
witness,1.751004324,2.045582517,1.793084149,2.377668599,1.838,1744,1744,3412,3412,1775
witnessed,1.871896127,2.173923237,,,2.05,985,985,,,996
witnesses,1.509672493,1.979048466,,,1.563,1088,1088,,,1116
witnessing,1.833110918,2.076113518,,,2.035,208,208,,,213
witney,0.844353607,1.413476847,0.727256607,1.352094348,1.02,100,100,98,98,101
wits,1.597930655,1.550700107,,,1.7,351,351,,,357
witted,1.582045007,1.567980186,1.539056868,2.080168455,1.73,102,102,96,96,103
wittgenstein,0.85186828,1.344324159,0.907316403,1.565485661,0.83,79,79,77,77,80
wittgensteins,,,,,0.61,,,,,40
witty,1.390097265,1.604365681,1.373358307,1.926572575,1.566,381,381,375,375,391
wiv,0.431332062,0.973975429,0.659301768,1.563375729,0.33,54,54,41,41,54
wives,1.455069358,1.808382115,,,1.492,1245,1245,,,1263
wizard,1.284497775,1.580513538,1.301381859,1.904124831,1.41,237,237,262,262,241
wizardry,1.596792088,1.902935978,1.516584047,2.163355137,1.723,55,55,53,53,57
wizards,0.950828561,1.537030252,,,0.965,80,80,,,82
wizened,1.395872665,1.37799866,1.255731198,1.720536618,1.556,66,66,50,50,67
wlr,0.897361319,1.582031325,0.957484871,1.832076124,0.84,255,255,187,187,258
wm,1.494456983,2.263991207,1.395631758,2.347674234,1.53,56,56,44,44,59
wo,1.445809411,2.059160704,1.483839965,2.285802687,1.469,46,46,47,47,46
wobble,1.563828528,1.721314994,1.377749339,1.736901289,1.727,75,75,220,220,78
wobbled,1.316703197,1.218872838,,,1.462,70,70,,,70
wobbling,1.374712152,1.539906106,,,1.572,76,76,,,78
wobbly,1.52894754,1.652191023,1.446856881,1.885133584,1.72,132,132,134,134,133
woburn,1.442003363,1.956070412,1.406000103,1.997811608,1.58,60,60,53,53,60
woe,1.593345822,1.801626267,1.553332314,2.183175404,1.77,165,165,256,256,170
woefully,1.984534287,2.230892893,1.945671072,2.550078822,1.998,79,79,76,76,80
woes,1.510419746,2.109321012,,,1.592,97,97,,,100
wogan,1.207907593,1.314089108,1.168224189,1.473777314,1.32,69,69,70,70,70
woke,1.310263119,1.227130354,,,1.31,1001,1001,,,1025
woken,1.345277429,1.385705172,,,1.389,388,388,,,391
woking,1.260888617,1.786346071,1.28370621,2.007624723,1.51,73,73,73,73,78
wokingham,1.394038495,1.861032404,,,1.53,43,43,,,46
wold,1.309789788,1.837394743,1.10051696,1.918391691,1.468,66,66,118,118,66
wolds,0.771731793,1.400511065,,,0.891,67,67,,,69
wolf,1.592829098,1.975227453,1.545613273,2.21533917,1.684,521,521,822,822,529
wolfe,1.498898762,2.07447274,1.534313868,2.271058166,1.61,73,73,73,73,74
wolff,1.402252928,2.138149073,1.412464516,2.276660404,1.55,91,91,83,83,93
wolfgang,1.016436666,2.099951398,1.110117527,2.47254238,1.04,188,188,169,169,194
wolfson,1.331711197,2.32881568,1.363660942,2.358787444,1.44,51,51,48,48,52
wolsey,0.810157178,1.353534352,0.757991717,1.541587477,0.86,59,59,62,62,59
wolverhampton,1.480037843,2.097624298,1.412094903,2.150304767,1.62,244,244,238,238,259
wolverton,0.718986814,1.285381472,0.739507582,1.393783707,0.81,64,64,47,47,66
wolves,1.287557418,1.80359167,,,1.408,374,374,,,377
woman,1.585887087,1.54514481,1.715142051,2.208648723,1.731,11054,11054,14982,14982,11247
womanhood,1.205578665,1.428143541,1.167934912,1.799882411,1.285,100,100,97,97,101
womans,1.475034437,1.544820325,,,1.56,1408,1408,,,1433
womb,1.274230422,1.683662505,1.214183534,1.839830432,1.283,277,277,270,270,284
women,1.656827138,1.957481573,1.272913274,2.124841716,1.703,11396,11396,97,97,11622
womenfolk,1.222746925,1.383450533,1.249816082,1.787481858,1.323,57,57,58,58,58
womens,1.333065763,2.010900026,,,1.39,2640,2640,,,2708
won,1.538554698,1.947863887,,,1.793,7089,7089,,,7238
wonder,1.722538542,1.700679532,1.556532404,2.008475094,1.894,4233,4233,7784,7784,4325
wondered,1.390137573,1.197179022,,,1.518,3411,3411,,,3455
wonderful,1.620037085,1.669721158,1.551660263,2.041014558,1.743,3252,3252,2967,2967,3345
wonderfully,1.577152333,1.797006707,1.52566222,2.073732562,1.761,460,460,454,454,474
wondering,1.520409808,1.365829318,,,1.646,1809,1809,,,1834
wonderingly,1.228824463,1.051191975,1.159496845,1.553701576,1.227,58,58,53,53,61
wonderland,1.357336803,1.950866405,1.408502158,2.12295417,1.623,93,93,95,95,94
wonderment,1.626085671,1.702084159,1.567497662,2.243339163,1.699,58,58,57,57,58
wonders,1.758080539,1.967591046,,,1.989,714,714,,,729
wondrous,1.555414669,1.788523738,1.4541987,2.067467516,1.698,101,101,93,93,103
wong,1.300261568,2.355460391,1.376935695,2.560151435,1.34,53,53,49,49,53
wont,1.581119843,1.526845387,1.523035799,2.169975662,1.712,7489,7489,155,155,7636
woo,1.273091999,2.08647695,1.540498579,2.317228606,1.267,170,170,303,303,172
wood,1.597158552,2.004501301,1.604902516,2.213820528,1.686,4116,4116,4279,4279,4202
woodbine,0.790657114,1.020389229,,,0.854,40,40,,,40
woodchester,0.626975484,1.677988405,,,0.62,40,40,,,40
woodcock,1.447280635,1.959748637,1.408618938,2.107810569,1.577,55,55,56,56,56
